site_id,site_name,latitude,longitude,altitude,state,county,city,land_use,location_setting,owning_agency,established_date,closed_date,address,zip_code,area_classification
271236030,White Bear Township NW,45.075542,-93.033778,285.0,Minnesota,Ramsey,Not in a City,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",2019-09-12,,1584 Whitaker St.,55110.0,urban-periphery
271236031,White Bear Township E,45.074799,-93.030755,285.0,Minnesota,Ramsey,Not in a City,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",2019-09-12,,4400 Otter Lake Road,55110.0,urban-periphery
271238801,3M Center - Site 1,44.95,-92.99,305.7,Minnesota,Ramsey,Maplewood,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2018-06-27,,McKnight Rd,55119.0,urban-centre
271238802,3M site 2,44.96,-93.0,990.0,Minnesota,Ramsey,Maplewood,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2018-06-27,,McKnight Rd,55119.0,urban-centre
271238803,3M met site,44.96,-93.0,355.0,Minnesota,Ramsey,Maplewood,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2018-06-27,,McKnight Rd,55119.0,urban-centre
271294401,MPCA SITE 4401 & 4402,44.659066,-94.951406,0.0,Minnesota,Renville,Not in a city,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1996-10-16,,"RURAL ROUTE 1 OLIVIA, MN",,rural
271339000,Blue Mounds,43.71579,-96.191613,473.0,Minnesota,Rock,Not in a City,FOREST,RURAL,National Park Service,2002-01-01,,Blue Mounds,56156.0,rural
271339901,271339901,43.6333,-96.216977,438.41,Minnesota,Rock,Not in a city,AGRICULTURAL,RURAL,Illinois State Water Survey,2003-11-01,,Unavailable,,rural
271352401,MPCA 2401 1997/1998 AIR TOXICS SITE,48.911655,-95.328294,0.0,Minnesota,Roseau,Not in a city,COMMERCIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1997-09-25,,"510 CEDAR AVE WARROAD, MN 56763",,urban-periphery
271370002,271370002,47.708806,-91.940436,456.0,Minnesota,Saint Louis,Babbitt,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1981-11-06,,J WM BRYANT SCHOOL,,urban-periphery
271370018,Torrey Building,46.78362,-92.10251,188.0,Minnesota,Saint Louis,Duluth,COMMERCIAL,URBAN AND CENTER CITY,St Louis County Health Department,1976-01-01,,314 W. Superior St.,55802.0,urban-centre
271370024,271370024,46.815772,-92.091856,347.0,Minnesota,Saint Louis,Duluth,RESIDENTIAL,URBAN AND CENTER CITY,St Louis County Health Department,1980-06-26,,19TH AVENUE E & COLLEGE ST-UMD,,urban-centre
271370025,271370025,46.751608,-92.139913,194.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1980-07-14,,37TH AVE. W. AND ONEOTA,,urban-centre
271370028,271370028,46.685497,-92.21047,210.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1981-06-03,,1467 88TH AVENUE W.,,urban-periphery
271370030,271370030,46.749108,-92.139913,189.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,"37TH ACE W & ST. LOUIS BAY, ITALLET DUCK",,urban-centre
271370031,271370031,46.757718,-92.110468,184.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1985-01-01,,"MINN. GRAIN INSPECTION BLDG., 716 GARFIE",,urban-periphery
271370032,Oneota Street,46.75154,-92.14127,193.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1985-01-01,,37th Ave W. & Oneota St.,55807.0,urban-centre
271370033,271370033,46.730219,-92.192692,193.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1986-01-01,,300 CENTRAL AVENUE SOUTH,,urban-periphery
271370034,Voyageurs NP #2,48.41252,-92.829225,427.0,Minnesota,Saint Louis,Not in a City,FOREST,RURAL,National Park Service,1988-03-02,,VOYAGEURS NATIONAL PARK,55771.0,rural
271371004,271371004,47.414377,-92.948522,466.0,Minnesota,Saint Louis,Hibbing,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,"6 TH WEST & 31ST STREET, AINSLEY RES.",,urban-periphery
271371011,271371011,46.868549,-92.050187,366.0,Minnesota,Saint Louis,Not in a city,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1981-01-01,,"UMD RESEARCH STATION, JEAN DULUTH ROAD",,rural
271371013,271371013,47.260493,-93.025197,411.0,Minnesota,Saint Louis,Not in a city,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,SILICA,,rural
271371014,271371014,47.409933,-93.008247,460.0,Minnesota,Saint Louis,Not in a city,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,KELLY LAKE,,urban-periphery
271371015,271371015,47.487152,-92.79185,442.0,Minnesota,Saint Louis,Not in a city,INDUSTRIAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,BUHL,,rural
271371017,271371017,47.36049,-93.000193,459.0,Minnesota,Saint Louis,Not in a city,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,HIGHWAY 73,,rural
271371018,271371018,47.50076,-92.515461,0.0,Minnesota,Saint Louis,Not in a city,UNKNOWN,UNKNOWN,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,INLAND #1,,unknown
271376219,271376219,47.434099,-92.941855,469.0,Minnesota,Saint Louis,Hibbing,INDUSTRIAL,SUBURBAN,Hibbing Taconite,1988-08-01,,13TH STREET & 1ST AVENUE,,urban-periphery
271376317,271376317,46.855222,-92.711585,424.0,Minnesota,Saint Louis,Not in a city,AGRICULTURAL,RURAL,Potlatch Corporation,1989-02-10,,"STAR ROUTE BOX 600, BROOKSTON",,rural
271377001,Virginia City Hall,47.523355,-92.536305,455.0,Minnesota,Saint Louis,Virginia,COMMERCIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1968-01-01,,327 First St. S.,55792.0,urban-centre
271377014,1997/1998 MN AIR TOXICS SITE,47.423821,-92.926856,0.0,Minnesota,Saint Louis,Hibbing,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1997-09-24,,23RD ST & 12TH AVE HIBBING MN 55746,,urban-periphery
271377017,271377017,47.450912,-93.009312,100.0,Minnesota,Saint Louis,Not in a city,INDUSTRIAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",2002-12-01,,HIBBING TACONITE NORTH SITE,,rural
271377018,271377018,47.449951,-93.009246,100.0,Minnesota,Saint Louis,Not in a City,INDUSTRIAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",2002-12-01,,HIBBING TACONITE SOUTH SITE,,rural
271377548,271377548,47.485763,-92.880185,460.0,Minnesota,Saint Louis,Chisholm,COMMERCIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1988-10-06,,29 1/2 WEST LAKE STREET,,urban-centre
271377549,Michigan Street,46.77107,-92.11732,204.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1994-01-02,,1532 W. Michigan St.,55806.0,urban-centre
271377550,U of M - Duluth,46.81826,-92.08936,351.0,Minnesota,Saint Louis,Duluth,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1998-10-02,,1202 EAST UNIVERSITY CIRCLE,55812.0,urban-periphery
271377551,Lincoln Park School,46.76643,-92.13354,230.0,Minnesota,Saint Louis,Duluth,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",2000-01-01,,2424 W 5TH ST,55806.0,urban-periphery
271377554,Laura MacArthur School,46.743657,-92.165998,196.3,Minnesota,Saint Louis,Duluth,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",2012-01-01,,720 North Central Avenue,55807.0,urban-periphery
271377555,Waseca Road,46.72938,-92.15998,194.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2001-07-30,,Industrial Rd.,55807.0,urban-centre
271377570,271377570,46.757359,-92.126111,602.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2001-01-01,,2626 COURTLAND ST.  WLSSD,,urban-centre
271377571,271377571,46.750412,-92.139603,602.0,Minnesota,Saint Louis,Duluth,INDUSTRIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2001-01-01,,303S. 37TH AVE W.  LUIGINOS PARKING LOT,,urban-centre
271377650,271377650,47.638821,-91.884499,492.0,Minnesota,Saint Louis,Babbitt,FOREST,RURAL,Cyprus Northshore Mining,2013-01-01,,(none),55706.0,rural
271379000,271379000,48.412598,-92.828815,429.0,Minnesota,Saint Louis,Not in a City,FOREST,RURAL,National Park Service,1999-11-17,,Voyageurs NP #2,59.0,rural
271390505,B.F. Pearson School,44.791437,-93.512534,0.0,Minnesota,Scott,Shakopee,RESIDENTIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2000-01-01,,917 DAKOTA ST.,55379.0,urban-centre
271410010,271410010,45.441355,-93.993037,301.0,Minnesota,Sherburne,Not in a city,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1984-01-01,,NSP SHERCO MONITORING SITE #9,,rural
271410011,271410011,45.39441,-93.897754,299.0,Minnesota,Sherburne,Not in a city,INDUSTRIAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1987-01-01,,"1 1/4 MILES W. OF BECKER, SAND PLAIN",,rural
271410012,271410012,45.39441,-93.885254,299.0,Minnesota,Sherburne,Not in a city,MOBILE,URBAN AND CENTER CITY,Northern States Power Company,1987-01-01,,1/4 MILE W OF HWY 10 AT SAND PLAIN AG ST,,urban-centre
271410013,271410013,45.369409,-93.89831,299.0,Minnesota,Sherburne,Not in a city,INDUSTRIAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1987-01-01,,1 MILE SOUTH OF SHERCO ON PT PROPERTY,,rural
271413050,ELK RIVER CITY HALL,45.303298,-93.599684,0.0,Minnesota,Sherburne,Elk River,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1997-09-24,,"13065 ORONO PARKWAY, ELK RIVER, MN 55330",,urban-periphery
271450009,271450009,45.570798,-94.393886,378.0,Minnesota,Stearns,Not in a city,UNKNOWN,UNKNOWN,"Minnesota Pollution Control Agency, Division Of Air Quality",1981-04-28,,ST JOHNS UNIV SEMINARY COLLEGEVILLE,,unknown
271450028,271450028,45.559965,-94.1611,0.0,Minnesota,Stearns,St. Cloud,COMMERCIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1987-01-01,,810 ST. GERMAIN STREET,,urban-centre
271453048,St. Cloud City Hall,45.561234,-94.155267,316.0,Minnesota,Stearns,St. Cloud,COMMERCIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",1992-09-20,,400 Second St. S.,56301.0,urban-centre
271453052,Talahi School,45.549839,-94.13345,0.0,Minnesota,Stearns,St. Cloud,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1998-10-02,,1321 University Dr.,,urban-periphery
271453053,Foundry Circle,45.564637,-94.226345,314.0,Minnesota,Stearns,St. Cloud,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",2010-01-01,,5200 Foundry Circle,56303.0,urban-periphery
271514500,SCHLEUTER FARM_(HOLLOWAY),45.247739,-95.917822,0.0,Minnesota,Swift,Not in a city,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1998-10-02,,"ROUTE1, BOX3  HOLLOWAY, MN 56249",,rural
271630009,Saint Paul Park Refinery 435,44.84621,-92.99558,251.0,Minnesota,Washington,St. Paul Park,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1982-01-01,,7TH AVE. & 5TH STREET,55071.0,urban-periphery
271630301,SITE NAME WEST LAKELAND  1999/2000 STATEWIDE AIR TOXIC SITE  0301,44.991634,-92.822429,0.0,Minnesota,Washington,Stillwater,RESIDENTIAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1999-10-01,,2946 OAKGREEN AVENUE,,rural
271630436,Saint Paul Park Refinery 436,44.84737,-92.9954,245.0,Minnesota,Washington,St. Paul Park,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1989-02-27,,649 FIFTH STREET,55071.0,urban-periphery
271630437,Newport City Hall,44.879716,-93.007421,225.0,Minnesota,Washington,Newport,RESIDENTIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2025-06-02,,2060 1st Ave.,55055.0,urban-centre
271630438,Saint Paul Park Refinery 438,44.85711,-93.00352,230.0,Minnesota,Washington,Newport,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1995-06-14,,4th Ave & 2nd St,55055.0,urban-periphery
271630446,Point Road,45.02798,-92.77415,230.0,Minnesota,Washington,Bayport,INDUSTRIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",2007-05-17,,22 POINT RD,55003.0,urban-periphery
271630447,Andersen Windows North,45.02862,-92.78336,213.4,Minnesota,Washington,Bayport,INDUSTRIAL,SUBURBAN,"Interpoll Laboratories, Inc",2012-01-01,,100 4th Ave N,55003.0,urban-periphery
271630448,Andersen Windows South,45.02124,-92.77525,210.9,Minnesota,Washington,Bayport,INDUSTRIAL,SUBURBAN,"Interpoll Laboratories, Inc",2012-01-01,,110 4th Ave N,55003.0,urban-periphery
271636015,Washington County,45.11728,-92.85532,319.0,Minnesota,Washington,Not in a City,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",1997-09-03,,11660 Myeron Rd. N.,55082.0,rural
271636016,St. Croix Watershed Research Station,45.168004,-92.765136,234.0,Minnesota,Washington,Not in a City,AGRICULTURAL,RURAL,"Minnesota Pollution Control Agency, Division Of Air Quality",2012-05-01,,St. Croix Trail N,55047.0,rural
271695220,Winona,44.052838,-91.642692,203.0,Minnesota,Winona,Winona,RESIDENTIAL,URBAN AND CENTER CITY,"Minnesota Pollution Control Agency, Division Of Air Quality",2014-01-01,,207 Winona Street,55987.0,urban-centre
271699000,Great River Bluffs,43.937299,-91.405348,370.0,Minnesota,Winona,Not in a City,FOREST,RURAL,National Park Service,2002-01-01,,Great River Bluffs,55987.0,rural
271699902,271699902,44.049963,-91.633478,198.17,Minnesota,Winona,Not in a city,AGRICULTURAL,RURAL,Illinois State Water Survey,2003-11-01,,Unavailable,,rural
271713201,St. Michael Elementary School,45.20916,-93.66921,288.0,Minnesota,Wright,St. Michael,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1999-10-01,,101 Central Ave. W.,55376.0,urban-periphery
271734003,MPCA SITE 4003 1997/1998 AIR TOXICS SITE,44.809957,-95.535853,0.0,Minnesota,Yellow Medicine,Granite Falls,RESIDENTIAL,SUBURBAN,"Minnesota Pollution Control Agency, Division Of Air Quality",1997-09-24,,108 BALDWIN AVE GRANITE FALLS MN 56241,,urban-periphery
280010004,Natchez,31.560752,-91.390405,70.0,Mississippi,Adams,Natchez,COMMERCIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",1974-10-01,,Natchez Municipal Water Works Brenham St,39120.0,urban-centre
280030004,"TVA PSD SITE AT ROSCOE TURNER AIRPORT, CORINTH, MS",34.909167,-88.601667,129.0,Mississippi,Alcorn,Not in a city,AGRICULTURAL,RURAL,Tennessee Valley Authority,2001-04-12,,"ROSCOE TURNER AIRPORT, CORINTH, MS",,rural
280110002,Cleveland Delta State,33.750838,-90.734175,50.0,Mississippi,Bolivar,Cleveland,RESIDENTIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",2018-01-01,,highway 8 west,38732.0,urban-centre
280190001,"TVA PSD SITE IN ACKERMAN , MS",33.378889,-89.203889,183.0,Mississippi,Choctaw,Not in a city,INDUSTRIAL,RURAL,Tennessee Valley Authority,1996-10-01,,"PERRY DRIVE, ACKERMAN, MS",,rural
280235501,Enterprise High School,32.1725,-88.81972,0.0,Mississippi,Clarke,Enterprise,COMMERCIAL,URBAN AND CENTER CITY,US EPA/OAQPS,2009-07-22,,501 S River Rd,39330.0,urban-centre
280330002,Hernando,34.82056,-89.98778,117.0,Mississippi,DeSoto,Hernando,COMMERCIAL,SUBURBAN,"Mississippi DEQ, Office Of Pollution",1973-01-01,,5 EAST SOUTH ST. (HERNANDO),38632.0,urban-periphery
280350004,Hattiesburg,31.32389,-89.2922,0.0,Mississippi,Forrest,Hattiesburg,COMMERCIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",1999-03-07,,205 Bay Street,39401.0,urban-centre
280430001,Grenada,33.834444,-89.792778,0.0,Mississippi,Grenada,Grenada,AGRICULTURAL,RURAL,"Mississippi DEQ, Office Of Pollution",2001-11-01,,HWY 332 GRENADA AIRPORT,38922.0,rural
280450003,Waveland,30.300833,-89.395916,5.0,Mississippi,Hancock,Waveland,COMMERCIAL,RURAL,"Mississippi DEQ, Office Of Pollution",2005-06-01,,400 Baltic St,39576.0,rural
280458104,HANCOCK ELEMENTARY SCHOOL,30.26892,-89.44933,25.0,Mississippi,Hancock,Bay St. Louis,RESIDENTIAL,SUBURBAN,US EPA - Region 4,2005-10-28,,Lakeshore Dr and Lower Bay Rd,39520.0,urban-periphery
280458105,KILN WATER UTILITIES,30.40966,-89.44114,25.0,Mississippi,Hancock,Kiln,RESIDENTIAL,RURAL,US EPA - Region 4,2005-10-31,,16148 Fire Dept Road,,rural
280458108,280458108,30.286737,-89.3743,25.0,Mississippi,Hancock,Waveland,RESIDENTIAL,SUBURBAN,US EPA - Region 4,2006-04-04,,CORNER OF CENTRAL AVE. AND COLEMAN AVE.,39576.0,urban-periphery
280458201,"STENNIS, MS",30.393193,-89.580378,25.0,Mississippi,Hancock,Not in a city,MILITARY RESERVATION,SUBURBAN,US EPA - Region 4,2005-09-20,,"Bldg 9800, Stennis Space Center",,urban-periphery
280470008,Gulfport Youth Court,30.390369,-89.049778,0.0,Mississippi,Harrison,Gulfport,COMMERCIAL,RURAL,"Mississippi DEQ, Office Of Pollution",1999-04-01,,47 Maple Street,39507.0,rural
280478101,LONG BEACH FIRE STATION NO. 1,30.373678,-89.15513,25.0,Mississippi,Harrison,Long Beach,RESIDENTIAL,SUBURBAN,US EPA - Region 4,2005-09-26,,645 Klondyke Road,39560.0,urban-periphery
280478102,UNIFIED COMMAND CENTER; LATIMER ROAD BURN SITE,30.449005,-89.052683,25.0,Mississippi,Harrison,Gulfport,RESIDENTIAL,SUBURBAN,US EPA - Region 4,2005-09-25,,12451 Dedeaux Road,39503.0,urban-periphery
280478103,BILOXI FIRE STATION NO. 8,30.470916,-88.9827,25.0,Mississippi,Harrison,Biloxi,RESIDENTIAL,SUBURBAN,US EPA - Region 4,2005-10-01,,8479 Woolmarket Road,39532.0,urban-periphery
280478106,280478106,30.40288,-88.87987,25.0,Mississippi,Harrison,Biloxi,RESIDENTIAL,URBAN AND CENTER CITY,US EPA - Region 4,2006-04-04,,CORNER OF DIVISION AND LEE STREET,39530.0,urban-centre
280478107,280478107,30.319695,-89.267386,25.0,Mississippi,Harrison,Pass Christian,RESIDENTIAL,SUBURBAN,US EPA - Region 4,2006-04-04,,CORNER OF WEST NORTH STREET AND PIRATE COVE,39571.0,urban-periphery
280490020,Jackson NCORE,32.329111,-90.182722,106.0,Mississippi,Hinds,Jackson,COMMERCIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",2013-07-01,,232 East Woodrow Wilson Drive,39216.0,urban-centre
280490021,Hinds CC,32.346722,-90.225667,106.0,Mississippi,Hinds,Jackson,COMMERCIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",2015-04-01,,3925 Sunset Drive,39213.0,urban-centre
280590006,Pascagoula,30.378287,-88.53393,0.0,Mississippi,Jackson,Pascagoula,COMMERCIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",1992-08-10,,Hospital Road at Co. Health Dept.,39581.0,urban-centre
280750003,Meridian,32.364565,-88.731491,102.0,Mississippi,Lauderdale,Meridian,COMMERCIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",1997-04-01,,Hwy 19 and 53rd Ave,39307.0,urban-centre
280810004,"TVA PSD SITE IN TUPELO, MS",34.263333,-88.759722,107.0,Mississippi,Lee,Tupelo,COMMERCIAL,SUBURBAN,Tennessee Valley Authority,1997-01-01,,JACKSON ST.,,urban-periphery
280810005,TUPELO AIRPORT NEAR OLD NWS OFFICE,34.264917,-88.766222,107.0,Mississippi,Lee,Tupelo,COMMERCIAL,SUBURBAN,"Mississippi DEQ, Office Of Pollution",1998-01-01,,West Jackson at Tupelo Airport,38801.0,urban-periphery
280870002,280870002,33.509588,-88.408928,3.0,Mississippi,Lowndes,Columbus,RESIDENTIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",2013-01-01,,2300 14th Avenue North,39701.0,urban-centre
280870003,280870003,33.499588,-88.403648,3.0,Mississippi,Lowndes,Columbus,RESIDENTIAL,URBAN AND CENTER CITY,"Mississippi DEQ, Office Of Pollution",2013-01-01,,25th Street North and 4th Avenue North,39701.0,urban-centre
280930001,TVA PSD SITE,34.955,-89.423,155.0,Mississippi,Marshall,Not in a city,RESIDENTIAL,RURAL,Tennessee Valley Authority,2004-03-01,,"480 MILL POND ROAD NEAR SLAYDEN, MS",,rural
281070001,"TVA PSD SITE NEAR BATESVILLE, MISSISSIPPI",34.359944,-89.890889,67.0,Mississippi,Panola,Not in a city,AGRICULTURAL,RURAL,Tennessee Valley Authority,1998-04-01,,"PANOLA COUNTY AIRPORT, BATESVILLE, MS",,rural
281618001,281618001,34.00289,-89.800088,134.0,Mississippi,Yalobusha,Not in a city,FOREST,RURAL,US EPA National Exposure Research Lab,1989-01-01,,"YALOBUSHA USFS WORK CENTER, MS SR7",,rural
281619991,Coffeeville,34.002747,-89.799183,134.0,Mississippi,Yalobusha,Not in a City,FOREST,RURAL,USEPA - Clean Air and Power Division,1988-10-01,,"Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922",38922.0,rural
290030001,Savannah,39.9544,-94.849,341.0,Missouri,Andrew,Not in a City,RESIDENTIAL,SUBURBAN,Missouri Laboratory  Services Program,2009-04-10,,"SAVANAH: 11796 Highway 71, Savanah, MO 64485",64485.0,urban-periphery
290190004,290190004,38.956431,-92.321834,100.0,Missouri,Boone,Columbia,COMMERCIAL,URBAN AND CENTER CITY,Missouri Laboratory  Services Program,2002-02-01,,"WILSON MEAT PACKERS, PARIS & COLLEGE",65201.0,urban-centre
290190006,290190006,38.953098,-92.331278,230.0,Missouri,Boone,Columbia,COMMERCIAL,URBAN AND CENTER CITY,Missouri Laboratory  Services Program,1981-03-11,,"511 E.WALNUT, COLUMBIA POST OFFICE",65201.0,urban-centre
290190007,290190007,38.973931,-92.301555,244.0,Missouri,Boone,Columbia,RESIDENTIAL,SUBURBAN,Missouri Laboratory  Services Program,1982-01-01,,POWELL DRIVE,65202.0,urban-periphery
290190008,290190008,38.95282,-92.328223,224.0,Missouri,Boone,Columbia,COMMERCIAL,URBAN AND CENTER CITY,Missouri Laboratory  Services Program,1982-11-07,,7TH & WALNUT  ; DOWNTOWN FIRE STATION,65201.0,urban-centre
290190010,290190010,38.96693,-92.33577,255.0,Missouri,Boone,Columbia,INDUSTRIAL,URBAN AND CENTER CITY,Shell,1985-01-01,,1409C ILLINOIS AVE,65203.0,urban-centre
290190011,Finger Lakes,39.07803,-92.31632,221.3,Missouri,Boone,Not in a City,FOREST,RURAL,Missouri Laboratory  Services Program,2009-04-01,,"FINGER LAKES: 1505 East Peaboy Road, Columbia, MO 65202",65255.0,rural
290210005,St. Joseph Pump Station,39.741694,-94.858584,258.0,Missouri,Buchanan,St. Joseph,INDUSTRIAL,URBAN AND CENTER CITY,Missouri Laboratory  Services Program,1980-01-01,,"ST. JOSEPH PUMP STATION: South  Highway 759, St. Joseph, MO 64501",64501.0,urban-centre
290210009,ST. JOSEPH LEVEE - SO2 9-01-94.,39.72213,-94.879567,0.0,Missouri,Buchanan,St. Joseph,INDUSTRIAL,URBAN AND CENTER CITY,Missouri Laboratory  Services Program,1994-07-01,,"ST. JOSEPH LEVEE, ST. JOSEPH MO",64504.0,urban-centre
290210010,LOCATED AT AN ABANDONED GAS STATION BEHIND THE PATEE HOUSE MUSEUM &,39.755305,-94.845807,0.0,Missouri,Buchanan,St. Joseph,INDUSTRIAL,SUBURBAN,Missouri Laboratory  Services Program,1998-12-15,,12TH AND MITCHELL,64503.0,urban-periphery
290210011,FORMERLY ST JOE LEVEE.,39.720451,-94.872693,0.0,Missouri,Buchanan,St. Joseph,INDUSTRIAL,URBAN AND CENTER CITY,Missouri Laboratory  Services Program,2000-10-21,,"5402 PACKERS AVE,",64504.0,urban-centre
290270002,New Bloomfield,38.70608,-92.09308,262.0,Missouri,Callaway,Not in a City,RESIDENTIAL,SUBURBAN,Missouri Laboratory  Services Program,2009-04-01,,"NEW BLOOMFIELD: 2625 Medow Lake Drive, New Bloomfield, MO, 65063",65063.0,urban-periphery
290310003,290310003,37.320278,-89.524722,128.0,Missouri,Cape Girardeau,Cape Girardeau,COMMERCIAL,SUBURBAN,Shell,1985-07-09,,"1401 SPRIGG_ST, CAPE GIRARDEAU, MO",,urban-periphery
290310004,290310004,37.315556,-89.530833,170.0,Missouri,Cape Girardeau,Cape Girardeau,COMMERCIAL,SUBURBAN,Shell,1989-01-01,,WOODLAND DR - STU. LOT #16 - SEMO U.,,urban-periphery
290370003,Richard Gebaur-South,38.75961,-94.57983,330.0,Missouri,Cass,Not in a City,INDUSTRIAL,RURAL,Missouri Laboratory  Services Program,2000-01-01,,"RICHARDS GEBAUR - SOUTH: 1802 E 203rd Street, Belton, MO 64012",64012.0,rural
290390001,El Dorado Springs,37.70097,-94.03474,294.0,Missouri,Cedar,Not in a City,AGRICULTURAL,RURAL,Missouri Laboratory  Services Program,1998-08-01,,"EL DORADO SPRINGS: Highway 97 & Barnes Road, El Dorado Springs, 64744",64756.0,rural
290430001,JOURNAGAN QUARRIES - CLEVER OLD NORTH SITE 20 MILES W OF HWY 65,37.06,-93.454444,0.0,Missouri,Christian,Not in a City,INDUSTRIAL,RURAL,"Aeromet Engineering, Inc",1994-12-01,,JOURNAGAN-CLEVER OLD NORTH SITE,65610.0,rural
